store_name,address_code,store_postcode,store_addr,store_city,store_town,store_dist
인천국제공항점,28110,22382,"인천광역시 중구 영종해안남로 545(운서동) GS칼텍스 주유소 내",인천광역시,중구,
일곡점,29170,61035,"광주광역시 북구 일곡택지로 79(일곡동)",광주광역시,북구,
일광점,41190,14555,"경기도 부천시 길주로 442(춘의동) GS칼텍스 주유소 내",경기도,부천시,
일산그린점,41285,10338,"경기도 고양시 일산동구 고봉로 282(중산동) GS칼텍스 주유소 내",경기도,고양시,일산동구
일산백석점,41285,10445,"경기도 고양시 일산동구 강송로88번길 8-8(백석동)",경기도,고양시,일산동구
작전점,28245,21115,"인천광역시 계양구 봉오대로686번길 2(작전동) 1층",인천광역시,계양구,
장안2점,41111,16315,"경기도 수원시 장안구 장안로 153(정자동) 1층",경기도,수원시,장안구
장유신도시점,48250,50974,"경상남도 김해시 내덕로7번길 9(무계동) autoOasis 장유신도시점",경상남도,김해시,
전민점,30200,34046,"대전광역시 유성구 유성대로 1659(전민동)",대전광역시,유성구,
정릉점,11290,02710,"서울특별시 성북구 보국문로 35(정릉동) GS칼텍스 주유소 내",서울특별시,성북구,
정림점,30170,35348,"대전광역시 서구 계백로 1271(정림동) GS칼텍스 주유소 내",대전광역시,서구,
정읍점,45180,56203,"전라북도 정읍시 초산1길 3-18(시기동) 오토오아시스정읍점",전라북도,정읍시,
정자동점,41135,13609,"경기도 성남시 분당구 황새울로132번길 18-1(정자동)",경기도,성남시,분당구
제주그린점,50110,63226,"제주특별자치도 제주시 연신로 18(이도이동)",제주특별자치도,제주시,
제주삼화점,50110,63325,"제주특별자치도 제주시 도련서길 5-3(도련일동) (도련일동)",제주특별자치도,제주시,
죽전점,41465,16873,"경기도 용인시 수지구 대지로 74(죽전동)",경기도,용인시,수지구
증평점,43745,27938,"충청북도 증평군 증평읍 초중11길 25-20 (초중리) 오토오아시스 증평점",충청북도,증평군,
지산점,27260,42186,"대구광역시 수성구 동대구로6길 6(지산동)",대구광역시,수성구,
지에스타워점,11680,06140,"서울특별시 강남구 논현로 516(역삼동) GS칼텍스 주유소 내",서울특별시,강남구,
진남점,46130,59632,"전라남도 여수시 좌수영로 684(봉계동)",전라남도,여수시,
진접점,41360,12018,"경기도 남양주시 진접읍 금강로 1825 (팔야리)",경기도,남양주시,
진주대로점,48170,52845,"경상남도 진주시 정촌면 진주대로 241 (화개리) 오토오아시스진주대로점",경상남도,진주시,
진주점,48170,52687,"경상남도 진주시 창렬로 34(인사동)",경상남도,진주시,
진천점,43750,27849,"충청북도 진천군 진천읍 중앙동로 155",충청북도,진천군,
창원관문점,48123,51565,"경상남도 창원시 성산구 공단로 22(신촌동) GS칼텍스 주유소 내",경상남도,창원시,성산구
천안공단점,44133,31029,"충청남도 천안시 서북구 직산읍 상덕로 17",충청남도,천안시,서북구
천안주성점,44133,31074,"충청남도 천안시 서북구 번영로 563(성성동) SK주유소 내",충청남도,천안시,서북구
청량리역사점,11230,02555,"서울특별시 동대문구 왕산로 214(전농동) 청량리역사 4층 주차장 내",서울특별시,동대문구,
청운점,48250,51003,"경상남도 김해시 계동로 172(대청동) autoOasis 청운점",경상남도,김해시,
청주21세기점,43112,28635,"충청북도 청주시 서원구 청남로 1937(미평동) GS칼텍스 주유소 내",충청북도,청주시,서원구
청주영운점,43111,28726,"충청북도 청주시 상당구 산성로 24(금천동)",충청북도,청주시,상당구
초량점,26170,48805,"부산광역시 동구 초량로 114(초량동) autoOasis 초량점",부산광역시,동구,
초원점,43770,27637,"충청북도 음성군 금왕읍 대금로 1490-25 (무극리)",충청북도,음성군,
충주문화점,43130,27418,"충청북도 충주시 사직로 19(문화동) (문화동)",충청북도,충주시,
친절한양산점,48330,50620,"경상남도 양산시 양주2길 82-13(중부동) autoOasis 친절한양산점",경상남도,양산시,
클릭점,29170,61264,"광주광역시 북구 하남대로 743(운암동) GS칼텍스 주유소 내",광주광역시,북구,
"타이어테크 김포점",41570,10117,"경기도 김포시 풍무로 151(풍무동)",경기도,김포시,
탄벌점,41610,12746,"경기도 광주시 이배재로 84(탄벌동)",경기도,광주시,
태백점,51190,26018,"강원특별자치도 태백시 번영로 264(황지동) .",강원특별자치도,태백시,
태양점,41370,18148,"경기도 오산시 동부대로 574(부산동) GS칼텍스 주유소 내",경기도,오산시,
태평점,30140,34882,"대전광역시 중구 수침로 91(태평동)",대전광역시,중구,
테크노밸리점,44200,31406,"충청남도 아산시 둔포면 아산밸리서로 142 (석곡리)",충청남도,아산시,
테크노점,30200,34018,"대전광역시 유성구 관들4길 25(관평동)",대전광역시,유성구,
파주당하점,41480,10866,"경기도 파주시 천정구로 95(당하동)",경기도,파주시,
파주월롱점,41480,10946,"경기도 파주시 월롱면 휴암로 21 (위전리)",경기도,파주시,
평택현대점,41220,17867,"경기도 평택시 서동대로 3929(용이동) GS칼텍스 주유소 내",경기도,평택시,
평화점,41115,16248,"경기도 수원시 팔달구 경수대로 659(지동) GS칼텍스 주유소내",경기도,수원시,팔달구
포항상도점,47111,37772,"경상북도 포항시 남구 희망대로 733-2(상도동)",경상북도,포항시,남구
풍동애니골점,41285,10311,"경기도 고양시 일산동구 무궁화로 307(풍동) SK주유소 내",경기도,고양시,일산동구
풍암점,29155,61717,"광주광역시 남구 회재로 1208(주월동) GS칼텍스 주유소 내",광주광역시,남구,
"하나로마트 금곡점",26320,46519,"부산광역시 북구 금곡대로 469(금곡동) 농협하나로클럽 부산점 3층 주차장 내",부산광역시,북구,
"하나로클럽 수완점",29200,62307,"광주광역시 광산구 임방울대로 261(신가동) 농협하나로클럽 광주점 2층 주차장 내",광주광역시,광산구,
하이웨이점,41271,15257,"경기도 안산시 상록구 안산천서로 263(월피동) GS칼텍스 주유소 내",경기도,안산시,상록구
"하이테크센터 제주점",50110,63149,"제주특별자치도 제주시 서광로 138(오라이동)",제주특별자치도,제주시,
학하점,30200,34210,"대전광역시 유성구 학하중앙로149번길 24(학하동)",대전광역시,유성구,
한양대점,41271,15586,"경기도 안산시 상록구 한양대학로 7(사동)",경기도,안산시,상록구
해운점,26350,48087,"부산광역시 해운대구 해운대로 615(우동) GS칼텍스 주유소 내",부산광역시,해운대구,
행신점,41281,10525,"경기도 고양시 덕양구 용현로35번길 8-1(행신동)",경기도,고양시,덕양구
형곡송정점,47190,39291,"경상북도 구미시 형곡로 27(형곡동)",경상북도,구미시,
호원점,41150,11705,"경기도 의정부시 평화로 317(호원동) GS칼텍스 주유소 내",경기도,의정부시,
"홈플러스 가양점",11500,07527,"서울특별시 강서구 양천로 431(가양동) 홈플러스 가양점 2층 주차장 내",서울특별시,강서구,
"홈플러스 간석점",28200,21500,"인천광역시 남동구 경원대로 971(간석동) 홈플러스 간석점 2층 주차장 내",인천광역시,남동구,
"홈플러스 강동점",11740,05314,"서울특별시 강동구 양재대로 1571(천호동) 홈플러스 강동점 지하 3층 주차장 내",서울특별시,강동구,
"홈플러스 강서점",11500,07567,"서울특별시 강서구 화곡로 398(등촌동) 홈플러스 강서점 5 층 주차장 내",서울특별시,강서구,
"홈플러스 경기하남점",41450,12961,"경기도 하남시 하남대로 747(신장동) 홈플러스 경기하남점 지하 3층 주차장 내",경기도,하남시,
"홈플러스 계산점",28245,21060,"인천광역시 계양구 오조산공원로 14(계산동) 홈플러스 계산점 5층 주차장 내",인천광역시,계양구,
"홈플러스 구미점",47190,39347,"경상북도 구미시 구미대로 174(광평동) 홈플러스 구미점 2층 주차장 내",경상북도,구미시,
"홈플러스 구월점",28200,21558,"인천광역시 남동구 예술로 198(구월동) 홈플러스 구월점 지하 4층 주차장 내",인천광역시,남동구,
"홈플러스 금천점",11545,08584,"서울특별시 금천구 시흥대로 391(독산동) 홈플러스 금천점 4층 주차장 내",서울특별시,금천구,
"홈플러스 논현점",28200,21667,"인천광역시 남동구 청능대로 596(논현동) 홈플러스 인천논현점 지하 3층 주차장 내",인천광역시,남동구,
"홈플러스 대구수성점",27260,42170,"대구광역시 수성구 동대구로 95(두산동, 수성SK리더스뷰) 홈플러스 대구수성점 지하 2층 주차장 내",대구광역시,수성구,
"홈플러스 동광주점",29170,61165,"광주광역시 북구 동문대로 200(두암동) 홈플러스 동광주점 3층 주차장 내",광주광역시,북구,
"홈플러스 동래점",26260,47710,"부산광역시 동래구 중앙대로 1523(온천동) 홈플러스 동래점 지하 2층 주차장 내",부산광역시,동래구,
"홈플러스 동수원점",41115,16490,"경기도 수원시 팔달구 효원로 257(인계동) 홈플러스 동수원점 5층 주차장 내",경기도,수원시,팔달구
"홈플러스 마산점",48127,51320,"경상남도 창원시 마산회원구 삼호로 56(양덕동) 홈플러스 마산점 지하1층 주차장 내",경상남도,창원시,마산회원구
"홈플러스 목동점",11470,07992,"서울특별시 양천구 목동서로 170(목동) 홈플러스 목동점 2층 주차장 내",서울특별시,양천구,
"홈플러스 문화점",30140,34956,"대전광역시 중구 계백로 1690(문화동) 홈플러스 문화점 3층 주차장 내",대전광역시,중구,
"홈플러스 밀양점",48270,50425,"경상남도 밀양시 점필재로 45(내이동) 홈플러스 밀양점 3층 주차장 내",경상남도,밀양시,
"홈플러스 반여점",26350,48043,"부산광역시 해운대구 선수촌로21번길 37(반여동) 홈플러스 부산반여점 3층 주차장 내",부산광역시,해운대구,
"홈플러스 방학점",11320,01334,"서울특별시 도봉구 도봉로 678(방학동) 홈플러스 방학점 3층 주차장 내",서울특별시,도봉구,
"홈플러스 병점점",41590,18412,"경기도 화성시 경기대로 985(병점동) 홈플러스 병점점 3층 주차장 내",경기도,화성시,
"홈플러스 부산감만점",26290,48542,"부산광역시 남구 우암로 124(감만동) 홈플러스 부산감만점 3층 주차장 내",부산광역시,남구,
"홈플러스 부산정관점",26710,46015,"부산광역시 기장군 정관읍 정관5로 50 홈플러스 부산정관점 2층 주차장 내",부산광역시,기장군,
"홈플러스 부천상동점",41190,14545,"경기도 부천시 길주로 118(상동) 홈플러스 상동점 2층 주차장 내",경기도,부천시,
"홈플러스 북수원점",41111,16295,"경기도 수원시 장안구 경수대로 930(조원동) 홈플러스 북수원점 6층 주차장 내",경기도,수원시,장안구
"홈플러스 서수원점",41113,16393,"경기도 수원시 권선구 금곡로 236(금곡동) 홈플러스 서수원점 4층 주차장 내",경기도,수원시,권선구
"홈플러스 세종점",36110,30102,"세종특별자치시 절재로 154(어진동) 홈플러스 세종점 3층 주차장 내",세종특별자치시,,
"홈플러스 센텀점",26350,48059,"부산광역시 해운대구 센텀동로 6(우동) 홈플러스 센텀시티점 4층 주차장 내",부산광역시,해운대구,
"홈플러스 소사점",41190,14676,"경기도 부천시 경인로 532(괴안동) 홈플러 스소사점 5층 주차장 내",경기도,부천시,
"홈플러스 순천점",46150,57946,"전라남도 순천시 신월큰길 10(조례동) 홈플러스 순천점 2층 주차장 내",전라남도,순천시,
"홈플러스 순천풍덕점",46150,57993,"전라남도 순천시 팔마로 222(풍덕동) 홈플러스 순천풍덕점 4층 주차장 내",전라남도,순천시,
"홈플러스 시화점",41390,15081,"경기도 시흥시 희망공원로 269(정왕동) 홈플러스 시화점 1층 주차장 내",경기도,시흥시,
"홈플러스 시흥점",11545,08632,"서울특별시 금천구 시흥대로 201(시흥동) 홈플러스 시흥점 2층 주차장 내",서울특별시,금천구,
"홈플러스 신내점",11260,02024,"서울특별시 중랑구 신내로 201(신내동) 홈플러스 신내점 3층 주차장 내",서울특별시,중랑구,
"홈플러스 안동점",47170,36706,"경상북도 안동시 경동로 656(운흥동) 홈플러스 안동점 4층 주차장 내",경상북도,안동시,
"홈플러스 안산고잔점",41273,15471,"경기도 안산시 단원구 광덕대로 175(고잔동) 홈플러스 안산고잔점 4층 주차장 내",경기도,안산시,단원구
"홈플러스 안양점",41173,14117,"경기도 안양시 동안구 엘에스로 76(호계동) 홈플러스 안양점 지하 2층 주차장 내",경기도,안양시,동안구
"홈플러스 여월점",41190,14485,"경기도 부천시 소사로 663(여월동) 홈플러스 부천여월점 2층 주차장 내",경기도,부천시,
"홈플러스 연수점",28185,21975,"인천광역시 연수구 청능대로 210(동춘동) 홈플러스연수점 지하 2층 주차장 내",인천광역시,연수구,
"홈플러스 영도점",26200,49004,"부산광역시 영도구 대교로14번길 57(봉래동2가) 홈플러스 영도점 2층 주차장 내",부산광역시,영도구,
"홈플러스 영등포점",11560,07297,"서울특별시 영등포구 당산로 42(문래동3가) 홈플러스 영등포점 3층 주차장 내",서울특별시,영등포구,
"홈플러스 영통점",41117,16704,"경기도 수원시 영통구 봉영로 1576(영통동) 홈플러스 영통점 5층 주차장 내",경기도,수원시,영통구
"홈플러스 울산북구점",31200,44209,"울산광역시 북구 신답로 26(상안동) 홈플러스 울산북구점 3층 주차장 내",울산광역시,북구,
"홈플러스 원주점",51130,26471,"강원특별자치도 원주시 치악로 1489(관설동) (관설동) 홈플러스 원주점 지하1층 주차장 내",강원특별자치도,원주시,
"홈플러스 유성점",30200,34184,"대전광역시 유성구 한밭대로 502(봉명동) 홈플러스 유성점 1층 주차장 내",대전광역시,유성구,
"홈플러스 의정부점",41150,11757,"경기도 의정부시 청사로 38(금오동) 홈플러스 의정부점 5층 주차장 내",경기도,의정부시,
"홈플러스 인천청라점",28260,22762,"인천광역시 서구 중봉대로 587(청라동) 홈플러스 인천청라점 3층 주차장 내",인천광역시,서구,
"홈플러스 인하점",28177,22201,"인천광역시 미추홀구 소성로 6(용현동) 홈플러스 인하점 2층 주차장 내",인천광역시,미추홀구,
"홈플러스 일산점",41285,10401,"경기도 고양시 일산동구 중앙로1275번길 64(장항동) 홈플러스 일산점 5층 주차장 내",경기도,고양시,일산동구
"홈플러스 작전점",28245,21111,"인천광역시 계양구 계양대로 27(작전동) 홈플러스 작전점 3층 주차장내",인천광역시,계양구,
"홈플러스 장림점",26380,49458,"부산광역시 사하구 다대로 225(장림동) 홈플러스 장림점 2층 주차장 내",부산광역시,사하구,
"홈플러스 중계점",11350,01783,"서울특별시 노원구 동일로204가길 12(중계동) 홈플러스 중계점 3층 주차장 내",서울특별시,노원구,
"홈플러스 천안신방점",44131,31177,"충청남도 천안시 동남구 신촌1길 23(신방동) 홈플러스 천안신방점 1층 주차장 내",충청남도,천안시,동남구
"홈플러스 청주성안점",43111,28524,"충청북도 청주시 상당구 사직대로 346(서문동) 홈플러스 청주성안점 2층 주차장 내",충청북도,청주시,상당구
"홈플러스 칠곡점",27230,41422,"대구광역시 북구 동암로12길 8(동천동) 홈플러스칠곡점 4층 주차장내",대구광역시,북구,
"홈플러스 킨텍스점",41287,10391,"경기도 고양시 일산서구 호수로 817(대화동) 홈플러스 킨텍스점 지하 2층 주차장 내",경기도,고양시,일산서구
"홈플러스 파주문산점",41480,10816,"경기도 파주시 문산읍 방촌로 1759 홈플러스 문산점 3층 주차장 내",경기도,파주시,
"홈플러스 파주운정점",41480,10892,"경기도 파주시 청암로17번길 17(목동동) 홈플러스 파주운정점 지하 2층 주차장 내",경기도,파주시,
"홈플러스 풍무점",41570,10117,"경기도 김포시 풍무로 167(풍무동) 홈플러스 풍무점 2층 주차장 내",경기도,김포시,
화남점,27260,42261,"대구광역시 수성구 달구벌대로 3063(시지동) GS칼텍스 주유소 내",대구광역시,수성구,
화서제일점,41115,16443,"경기도 수원시 팔달구 덕영대로749번길 2(화서동) GS칼텍스 주유소 내",경기도,수원시,팔달구
흥덕광교점,41463,16950,"경기도 용인시 기흥구 중부대로 137(영덕동)",경기도,용인시,기흥구
희망점,48127,51348,"경상남도 창원시 마산회원구 봉양로 179(봉암동) GS칼텍스 주유소 내",경상남도,창원시,마산회원구
